Temps(s)	sigV(MPa)	Defcapt	Defax	Defrad	Defvol	Deplctcapt(m)
1.205352E+0	8.711621E-2	-6.173932E-7	-2.061447E-7	1.374321E-7	6.871949E-8	-2.464634E-2
2.413359E+0	8.882668E-2	-6.184850E-7	6.870981E-7	1.272953E-10	6.873527E-7	-2.468992E-2
3.621367E+0	1.249518E-1	6.471663E-6	5.289384E-6	4.122955E-7	6.113975E-6	2.583488E-1
4.830352E+0	1.651764E-1	1.513530E-5	1.133420E-5	6.870139E-7	1.270823E-5	6.042010E-1
6.042266E+0	2.142856E-1	3.174411E-5	2.019548E-5	1.099218E-6	2.239391E-5	1.267225E+0
7.249297E+0	2.518386E-1	4.900921E-5	2.692718E-5	2.060824E-6	3.104883E-5	1.956448E+0
8.460234E+0	2.789589E-1	6.267411E-5	3.159823E-5	1.992135E-6	3.558250E-5	2.501950E+0
9.672148E+0	2.988485E-1	7.369622E-5	3.496419E-5	2.473028E-6	3.991025E-5	2.941953E+0
1.088406E+1	3.252409E-1	8.554130E-5	3.949786E-5	2.404340E-6	4.430654E-5	3.414809E+0
1.209598E+1	3.616275E-1	9.896907E-5	4.416891E-5	2.953885E-6	5.007668E-5	3.950845E+0
1.330691E+1	3.854117E-1	1.116096E-4	4.842782E-5	3.984251E-6	5.639633E-5	4.455455E+0
1.451883E+1	4.193457E-1	1.240025E-4	5.351086E-5	3.709424E-6	6.092971E-5	4.950182E+0
1.573074E+1	4.452716E-1	1.356462E-4	5.756364E-5	4.739790E-6	6.704322E-5	5.414996E+0
1.694168E+1	4.655217E-1	1.452357E-4	6.127312E-5	4.671138E-6	7.061539E-5	5.797810E+0
1.815359E+1	5.078102E-1	1.584056E-4	6.676849E-5	5.564163E-6	7.789682E-5	6.323550E+0
1.936453E+1	5.423803E-1	1.707215E-4	7.281332E-5	5.564163E-6	8.394164E-5	6.815202E+0
2.057645E+1	5.814811E-1	1.840572E-4	7.830863E-5	6.457116E-6	9.122286E-5	7.347563E+0
2.178738E+1	6.125808E-1	1.953171E-4	8.394139E-5	6.594530E-6	9.713045E-5	7.797059E+0
2.299832E+1	6.374747E-1	2.046443E-4	8.778810E-5	6.731907E-6	1.012519E-4	8.169401E+0
2.421023E+1	6.857923E-1	2.182942E-4	9.527546E-5	7.487482E-6	1.102504E-4	8.714303E+0
2.542215E+1	7.218396E-1	2.299558E-4	1.007022E-4	8.037100E-6	1.167764E-4	9.179836E+0
2.662918E+1	7.634071E-1	2.424522E-4	1.075715E-4	8.174514E-6	1.239205E-4	9.678693E+0
2.784109E+1	8.070314E-1	2.540879E-4	1.139599E-4	9.136228E-6	1.322323E-4	1.014319E+1
2.904910E+1	8.321233E-1	2.643427E-4	1.188369E-4	9.273569E-6	1.373840E-4	1.055256E+1
3.025613E+1	8.823282E-1	2.770542E-4	1.263929E-4	1.023521E-5	1.468633E-4	1.106001E+1
3.146316E+1	9.327733E-1	2.898112E-4	1.341551E-4	1.147164E-5	1.570983E-4	1.156926E+1
3.267020E+1	9.767934E-1	3.031161E-4	1.412304E-4	1.181516E-5	1.648607E-4	1.210040E+1
3.387723E+1	1.012077E+0	3.137177E-4	1.467945E-4	1.236474E-5	1.715240E-4	1.252361E+1
3.508328E+1	1.047962E+0	3.245754E-4	1.525645E-4	1.284556E-5	1.782556E-4	1.295705E+1
3.629129E+1	1.109631E+0	3.402303E-4	1.621813E-4	1.373855E-5	1.896584E-4	1.358200E+1
3.749832E+1	1.147962E+0	3.509163E-4	1.680889E-4	1.415068E-5	1.963902E-4	1.400858E+1
3.870535E+1	1.193975E+0	3.642853E-4	1.748894E-4	1.538719E-5	2.056638E-4	1.454227E+1
3.991336E+1	1.229464E+0	3.740833E-4	1.805908E-4	1.497502E-5	2.105408E-4	1.493340E+1
4.112137E+1	1.274198E+0	3.844226E-4	1.873225E-4	1.655493E-5	2.204324E-4	1.534615E+1
4.232937E+1	1.332892E+0	3.985464E-4	1.968708E-4	1.792881E-5	2.327284E-4	1.590997E+1
4.353641E+1	1.382644E+0	4.109839E-4	2.042895E-4	1.827229E-5	2.408341E-4	1.640648E+1
4.474344E+1	1.429011E+0	4.221781E-4	2.116395E-4	1.882184E-5	2.492832E-4	1.685335E+1
4.595047E+1	1.469963E+0	4.326422E-4	2.178904E-4	1.964610E-5	2.571826E-4	1.727108E+1
4.715555E+1	1.526480E+0	4.464199E-4	2.276446E-4	2.101991E-5	2.696844E-4	1.782108E+1
4.836355E+1	1.582417E+0	4.594780E-4	2.362997E-4	2.143208E-5	2.791639E-4	1.834236E+1
4.957059E+1	1.631632E+0	4.714005E-4	2.442680E-4	2.280593E-5	2.898798E-4	1.881831E+1
5.078348E+1	1.668761E+0	4.820953E-4	2.511372E-4	2.390502E-5	2.989472E-4	1.924524E+1
5.199539E+1	1.720005E+0	4.934126E-4	2.594489E-4	2.507276E-5	3.095944E-4	1.969703E+1
5.320535E+1	1.776331E+0	5.064581E-4	2.692718E-4	2.527883E-5	3.198295E-4	2.021781E+1
5.441727E+1	1.827440E+0	5.194561E-4	2.781330E-4	2.644657E-5	3.310262E-4	2.073669E+1
5.562918E+1	1.879871E+0	5.316463E-4	2.878873E-4	2.768304E-5	3.432533E-4	2.122332E+1
5.684109E+1	1.913211E+0	5.410511E-4	2.943444E-4	2.864479E-5	3.516339E-4	2.159876E+1
5.805203E+1	1.979411E+0	5.550914E-4	3.061593E-4	2.981257E-5	3.657845E-4	2.215925E+1
5.926395E+1	2.032302E+0	5.687530E-4	3.155014E-4	3.159855E-5	3.786985E-4	2.270462E+1
6.047488E+1	2.081807E+0	5.811853E-4	3.259425E-4	3.297239E-5	3.918873E-4	2.320092E+1
6.168680E+1	2.119734E+0	5.921545E-4	3.337734E-4	3.400276E-5	4.017789E-4	2.363881E+1
6.289871E+1	2.167677E+0	6.039919E-4	3.431841E-4	3.606345E-5	4.153110E-4	2.411136E+1
6.410965E+1	2.223728E+0	6.177645E-4	3.534878E-4	3.668169E-5	4.268512E-4	2.466116E+1
6.532156E+1	2.269932E+0	6.308446E-4	3.633794E-4	3.798685E-5	4.393531E-4	2.518332E+1
6.653348E+1	2.314567E+0	6.426807E-4	3.734771E-4	3.949803E-5	4.524732E-4	2.565581E+1
6.774441E+1	2.348261E+0	6.527676E-4	3.802775E-4	4.135266E-5	4.629828E-4	2.605848E+1
6.895535E+1	2.399681E+0	6.648327E-4	3.911995E-4	4.279523E-5	4.767900E-4	2.654012E+1
7.016629E+1	2.454820E+0	6.785392E-4	4.023963E-4	4.464990E-5	4.916961E-4	2.708729E+1
7.137820E+1	2.501639E+0	6.927083E-4	4.130435E-4	4.588637E-5	5.048162E-4	2.765291E+1
7.258914E+1	2.546846E+0	7.033764E-4	4.228665E-4	4.849672E-5	5.198599E-4	2.807879E+1
7.380008E+1	2.573712E+0	7.137794E-4	4.309034E-4	4.945840E-5	5.298202E-4	2.849407E+1
7.501199E+1	2.635219E+0	7.263438E-4	4.420314E-4	5.186254E-5	5.457565E-4	2.899565E+1
7.622391E+1	2.680044E+0	7.392528E-4	4.528848E-4	5.344252E-5	5.597698E-4	2.951097E+1
7.743582E+1	2.726015E+0	7.524653E-4	4.639441E-4	5.550325E-5	5.749506E-4	3.003842E+1
7.864676E+1	2.762325E+0	7.647635E-4	4.731487E-4	5.687703E-5	5.869028E-4	3.052936E+1
7.985379E+1	2.791459E+0	7.737811E-4	4.810483E-4	5.845698E-5	5.979623E-4	3.088934E+1
8.106570E+1	2.850160E+0	7.876226E-4	4.928632E-4	6.003689E-5	6.129370E-4	3.144189E+1
8.227762E+1	2.891317E+0	8.005512E-4	5.032357E-4	6.230368E-5	6.278430E-4	3.195800E+1
8.348465E+1	2.937748E+0	8.130841E-4	5.138830E-4	6.402105E-5	6.419251E-4	3.245832E+1
8.469656E+1	2.973788E+0	8.248171E-4	5.236372E-4	6.539486E-5	6.544269E-4	3.292670E+1
8.590848E+1	3.004018E+0	8.349080E-4	5.320862E-4	6.759301E-5	6.672723E-4	3.332953E+1
8.712039E+1	3.063801E+0	8.490162E-4	5.441072E-4	6.972239E-5	6.835520E-4	3.389273E+1
8.833133E+1	3.100767E+0	8.607852E-4	5.541362E-4	7.185181E-5	6.978398E-4	3.436254E+1
8.954324E+1	3.144681E+0	8.735461E-4	5.648521E-4	7.377520E-5	7.124025E-4	3.487196E+1
9.075516E+1	3.180735E+0	8.853402E-4	5.750872E-4	7.501167E-5	7.251105E-4	3.534278E+1
9.196707E+1	3.211474E+0	8.958163E-4	5.835363E-4	7.666034E-5	7.368570E-4	3.576098E+1
9.317801E+1	3.269036E+0	9.088964E-4	5.951452E-4	7.844636E-5	7.520379E-4	3.628314E+1
9.438992E+1	3.312039E+0	9.224130E-4	6.067541E-4	8.105660E-5	7.688673E-4	3.682273E+1
9.560184E+1	3.354256E+0	9.349484E-4	6.173326E-4	8.332347E-5	7.839796E-4	3.732314E+1
9.681375E+1	3.384882E+0	9.458683E-4	6.266748E-4	8.531559E-5	7.973060E-4	3.775906E+1
9.802566E+1	3.413988E+0	9.560473E-4	6.363603E-4	8.682681E-5	8.100139E-4	3.816541E+1
9.923660E+1	3.475806E+0	9.698487E-4	6.482439E-4	8.868144E-5	8.256068E-4	3.871636E+1
1.004475E+2	3.514236E+0	9.818144E-4	6.597154E-4	9.074213E-5	8.411997E-4	3.919403E+1
1.016595E+2	3.559274E+0	9.955418E-4	6.714616E-4	9.335241E-5	8.581665E-4	3.974203E+1
1.028714E+2	3.591829E+0	1.006186E-3	6.806664E-4	9.534453E-5	8.713554E-4	4.016696E+1
1.040823E+2	3.628174E+0	1.017199E-3	6.909014E-4	9.754260E-5	8.859866E-4	4.060660E+1
1.052942E+2	3.680378E+0	1.030782E-3	7.017547E-4	9.843570E-5	8.986261E-4	4.114881E+1
1.065052E+2	3.724469E+0	1.043292E-3	7.140505E-4	1.009773E-4	9.160051E-4	4.164823E+1
1.077161E+2	3.759993E+0	1.055535E-3	7.248351E-4	1.033815E-4	9.315981E-4	4.213695E+1
1.089280E+2	3.793538E+0	1.066394E-3	7.347267E-4	1.057171E-4	9.461608E-4	4.257045E+1
1.101399E+2	3.836746E+0	1.078096E-3	7.451678E-4	1.076404E-4	9.604486E-4	4.303758E+1
1.113518E+2	3.890238E+0	1.092197E-3	7.578071E-4	1.093576E-4	9.765222E-4	4.360049E+1
1.125628E+2	3.930929E+0	1.104251E-3	7.690725E-4	1.124487E-4	9.939700E-4	4.408170E+1
1.137737E+2	3.970065E+0	1.116365E-3	7.797884E-4	1.142347E-4	1.008258E-3	4.456530E+1
1.149856E+2	4.002564E+0	1.126710E-3	7.896113E-4	1.168451E-4	1.023301E-3	4.497825E+1
1.161966E+2	4.043940E+0	1.138134E-3	7.999837E-4	1.182189E-4	1.036422E-3	4.543429E+1
1.174095E+2	4.100407E+0	1.151715E-3	8.128978E-4	1.212414E-4	1.055381E-3	4.597648E+1
1.186214E+2	4.139995E+0	1.164696E-3	8.237511E-4	1.231647E-4	1.070081E-3	4.649465E+1
1.198323E+2	4.179867E+0	1.176704E-3	8.358408E-4	1.253628E-4	1.086566E-3	4.697404E+1
1.210432E+2	4.209340E+0	1.187011E-3	8.448394E-4	1.275610E-4	1.099962E-3	4.738549E+1
1.222552E+2	4.253806E+0	1.198232E-3	8.565857E-4	1.300339E-4	1.116653E-3	4.783343E+1
1.234661E+2	4.305948E+0	1.212158E-3	8.691562E-4	1.320259E-4	1.133208E-3	4.838937E+1
1.246780E+2	4.355664E+0	1.225436E-3	8.809712E-4	1.340867E-4	1.149145E-3	4.891942E+1
1.258889E+2	4.393797E+0	1.237090E-3	8.921679E-4	1.363535E-4	1.164875E-3	4.938463E+1
1.270999E+2	4.418620E+0	1.247119E-3	9.013039E-4	1.391012E-4	1.179506E-3	4.978497E+1
1.283108E+2	4.470245E+0	1.259002E-3	9.133249E-4	1.410246E-4	1.195374E-3	5.025935E+1
1.295227E+2	4.519743E+0	1.272514E-3	9.262390E-4	1.433601E-4	1.212959E-3	5.079877E+1
1.307346E+2	4.567015E+0	1.285281E-3	9.384661E-4	1.460390E-4	1.230544E-3	5.130842E+1
1.319456E+2	4.603345E+0	1.296446E-3	9.482890E-4	1.478251E-4	1.243939E-3	5.175411E+1
1.331585E+2	4.636296E+0	1.306984E-3	9.587988E-4	1.505040E-4	1.259807E-3	5.217482E+1
1.343694E+2	4.689555E+0	1.320342E-3	9.710259E-4	1.525648E-4	1.276155E-3	5.270807E+1
1.355804E+2	4.730076E+0	1.332606E-3	9.834591E-4	1.554498E-4	1.294359E-3	5.319763E+1
1.367913E+2	4.776718E+0	1.344582E-3	9.949306E-4	1.568923E-4	1.308715E-3	5.367571E+1
1.380032E+2	4.808730E+0	1.355181E-3	1.004067E-3	1.596400E-4	1.323347E-3	5.409884E+1
1.392141E+2	4.857648E+0	1.367670E-3	1.016431E-3	1.619068E-4	1.340245E-3	5.459737E+1
1.404221E+2	4.906708E+0	1.379971E-3	1.028589E-3	1.641050E-4	1.356799E-3	5.508843E+1
1.416331E+2	4.953315E+0	1.392619E-3	1.041297E-3	1.667839E-4	1.374865E-3	5.559335E+1
1.428440E+2	4.985446E+0	1.403483E-3	1.051601E-3	1.688447E-4	1.389290E-3	5.602703E+1
1.440559E+2	5.029955E+0	1.414499E-3	1.062798E-3	1.716610E-4	1.406120E-3	5.646680E+1
1.452669E+2	5.084491E+0	1.426830E-3	1.075368E-3	1.735158E-4	1.422400E-3	5.695907E+1
1.464778E+2	5.131515E+0	1.438493E-3	1.087801E-3	1.762634E-4	1.440328E-3	5.742464E+1
1.476887E+2	5.166623E+0	1.449904E-3	1.098929E-3	1.790111E-4	1.456952E-3	5.788015E+1
1.488997E+2	5.208579E+0	1.460510E-3	1.108958E-3	1.809345E-4	1.470827E-3	5.830357E+1
1.501116E+2	5.260119E+0	1.472408E-3	1.121941E-3	1.843003E-4	1.490542E-3	5.877853E+1
1.513225E+2	5.299454E+0	1.483327E-3	1.132932E-3	1.857428E-4	1.504417E-3	5.921440E+1
1.525345E+2	5.328399E+0	1.493225E-3	1.142686E-3	1.884218E-4	1.519529E-3	5.960953E+1
1.537454E+2	5.376688E+0	1.503493E-3	1.154089E-3	1.909633E-4	1.536015E-3	6.001942E+1
1.549554E+2	5.414757E+0	1.512403E-3	1.163568E-3	1.925432E-4	1.548654E-3	6.037514E+1
1.561673E+2	5.438230E+0	1.519550E-3	1.171262E-3	1.943979E-4	1.560057E-3	6.066043E+1
1.573792E+2	5.477373E+0	1.526754E-3	1.180947E-3	1.959778E-4	1.572903E-3	6.094800E+1
1.585911E+2	5.513024E+0	1.533595E-3	1.189671E-3	1.982447E-4	1.586160E-3	6.122112E+1
1.598020E+2	5.560698E+0	1.540932E-3	1.198944E-3	2.004428E-4	1.599830E-3	6.151399E+1
1.610139E+2	5.605559E+0	1.547699E-3	1.210209E-3	2.026410E-4	1.615491E-3	6.178416E+1
1.622259E+2	5.667511E+0	1.556092E-3	1.222299E-3	2.053200E-4	1.632939E-3	6.211919E+1
1.634368E+2	5.743578E+0	1.568888E-3	1.238442E-3	2.085485E-4	1.655539E-3	6.263002E+1
1.646487E+2	5.846715E+0	1.587979E-3	1.260492E-3	2.116396E-4	1.683771E-3	6.339210E+1
1.658596E+2	5.935541E+0	1.607361E-3	1.282129E-3	2.168601E-4	1.715850E-3	6.416584E+1
1.670706E+2	6.025221E+0	1.627306E-3	1.303836E-3	2.211190E-4	1.746074E-3	6.496206E+1
1.682815E+2	6.109323E+0	1.648342E-3	1.326161E-3	2.254466E-4	1.777054E-3	6.580181E+1
1.694944E+2	6.162383E+0	1.665643E-3	1.343402E-3	2.297742E-4	1.802951E-3	6.649247E+1
1.707054E+2	6.225750E+0	1.682234E-3	1.359751E-3	2.338270E-4	1.827405E-3	6.715480E+1
1.719173E+2	6.272208E+0	1.696547E-3	1.373283E-3	2.365060E-4	1.846295E-3	6.772617E+1
1.731292E+2	6.305881E+0	1.707853E-3	1.384548E-3	2.389788E-4	1.862506E-3	6.817750E+1
1.743411E+2	6.337644E+0	1.718624E-3	1.394577E-3	2.421387E-4	1.878854E-3	6.860748E+1
1.755530E+2	6.399822E+0	1.731130E-3	1.407697E-3	2.443368E-4	1.896371E-3	6.910672E+1
1.767610E+2	6.450713E+0	1.744098E-3	1.420474E-3	2.467411E-4	1.913956E-3	6.962439E+1
1.779739E+2	6.499745E+0	1.756582E-3	1.432632E-3	2.499008E-4	1.932434E-3	7.012274E+1
1.791848E+2	6.533410E+0	1.766926E-3	1.443073E-3	2.518242E-4	1.946722E-3	7.053570E+1
1.803958E+2	6.593913E+0	1.778254E-3	1.455232E-3	2.540910E-4	1.963414E-3	7.098790E+1
1.816077E+2	6.652839E+0	1.791913E-3	1.469245E-3	2.574569E-4	1.984159E-3	7.153318E+1
1.828196E+2	6.712253E+0	1.805450E-3	1.483052E-3	2.599985E-4	2.003049E-3	7.207357E+1
1.840315E+2	6.750350E+0	1.816814E-3	1.494798E-3	2.626775E-4	2.020153E-3	7.252721E+1
1.852434E+2	6.793896E+0	1.827451E-3	1.505308E-3	2.648070E-4	2.034922E-3	7.295186E+1
1.864544E+2	6.858810E+0	1.841120E-3	1.520420E-3	2.679668E-4	2.056353E-3	7.349752E+1
1.876643E+2	6.912033E+0	1.853822E-3	1.532235E-3	2.700275E-4	2.072290E-3	7.400457E+1
1.888762E+2	6.961757E+0	1.865860E-3	1.545080E-3	2.735308E-4	2.092141E-3	7.448512E+1
1.900872E+2	6.999557E+0	1.876664E-3	1.555590E-3	2.754542E-4	2.106498E-3	7.491644E+1
1.912991E+2	7.060322E+0	1.889751E-3	1.568298E-3	2.780644E-4	2.124426E-3	7.543887E+1
1.925100E+2	7.116223E+0	1.902239E-3	1.581692E-3	2.806747E-4	2.143042E-3	7.593739E+1
1.937210E+2	7.168598E+0	1.914723E-3	1.594538E-3	2.841780E-4	2.162894E-3	7.643573E+1
1.949319E+2	7.214413E+0	1.926540E-3	1.606009E-3	2.863761E-4	2.178761E-3	7.690748E+1
1.961438E+2	7.255593E+0	1.937334E-3	1.616656E-3	2.886429E-4	2.193942E-3	7.733838E+1
1.973557E+2	7.324216E+0	1.950510E-3	1.630395E-3	2.914593E-4	2.213313E-3	7.786434E+1
1.985628E+2	7.372519E+0	1.962436E-3	1.642072E-3	2.939322E-4	2.229937E-3	7.834043E+1
1.997737E+2	7.435065E+0	1.975573E-3	1.656085E-3	2.964051E-4	2.248895E-3	7.886486E+1
2.009856E+2	7.466744E+0	1.985750E-3	1.665633E-3	2.990841E-4	2.263801E-3	7.927112E+1
2.021975E+2	7.522103E+0	1.997864E-3	1.678135E-3	3.012135E-4	2.280562E-3	7.975471E+1
2.034104E+2	7.590846E+0	2.010763E-3	1.692079E-3	3.041672E-4	2.300414E-3	8.026965E+1
2.046214E+2	7.643306E+0	2.023513E-3	1.703963E-3	3.065715E-4	2.317106E-3	8.077865E+1
2.058323E+2	7.692253E+0	2.035381E-3	1.716328E-3	3.088383E-4	2.334004E-3	8.125240E+1
2.070442E+2	7.727975E+0	2.045497E-3	1.726494E-3	3.119294E-4	2.350353E-3	8.165625E+1
2.082552E+2	7.798635E+0	2.058722E-3	1.740163E-3	3.139215E-4	2.368006E-3	8.218420E+1
2.094671E+2	7.858912E+0	2.071068E-3	1.753146E-3	3.178368E-4	2.388820E-3	8.267702E+1
2.106790E+2	7.917448E+0	2.084240E-3	1.765236E-3	3.192794E-4	2.403794E-3	8.320286E+1
2.118909E+2	7.953686E+0	2.094476E-3	1.776295E-3	3.225079E-4	2.421311E-3	8.361148E+1
2.131028E+2	8.017596E+0	2.106934E-3	1.789278E-3	3.247061E-4	2.438690E-3	8.410882E+1
2.143137E+2	8.080764E+0	2.119840E-3	1.802329E-3	3.276598E-4	2.457649E-3	8.462402E+1
2.155257E+2	8.137762E+0	2.132790E-3	1.815037E-3	3.301327E-4	2.475302E-3	8.514099E+1
2.167366E+2	8.188220E+0	2.144035E-3	1.826989E-3	3.331551E-4	2.493299E-3	8.558988E+1
2.179485E+2	8.236128E+0	2.155170E-3	1.838117E-3	3.355593E-4	2.509236E-3	8.603439E+1
2.191604E+2	8.313594E+0	2.168664E-3	1.852199E-3	3.383070E-4	2.528813E-3	8.657307E+1
2.203704E+2	8.376169E+0	2.181859E-3	1.865388E-3	3.411920E-4	2.547772E-3	8.709980E+1
2.215804E+2	8.427994E+0	2.193815E-3	1.877752E-3	3.441457E-4	2.566044E-3	8.757710E+1
2.227913E+2	8.467002E+0	2.203948E-3	1.887987E-3	3.464126E-4	2.580812E-3	8.798159E+1
2.240032E+2	8.542206E+0	2.216420E-3	1.900764E-3	3.486794E-4	2.598123E-3	8.847949E+1
2.252151E+2	8.605775E+0	2.229561E-3	1.913334E-3	3.506028E-4	2.614540E-3	8.900407E+1
2.264261E+2	8.661471E+0	2.241673E-3	1.926386E-3	3.543121E-4	2.635010E-3	8.948758E+1
2.276370E+2	8.710892E+0	2.252893E-3	1.937720E-3	3.564416E-4	2.650603E-3	8.993548E+1
2.288489E+2	8.768044E+0	2.263979E-3	1.948985E-3	3.591893E-4	2.667364E-3	9.037803E+1
2.300598E+2	8.845879E+0	2.278132E-3	1.963273E-3	3.617308E-4	2.686735E-3	9.094304E+1
2.312708E+2	8.904756E+0	2.290355E-3	1.975363E-3	3.646159E-4	2.704594E-3	9.143096E+1
2.324817E+2	8.965089E+0	2.302077E-3	1.988345E-3	3.669514E-4	2.722248E-3	9.189893E+1
2.336936E+2	9.008727E+0	2.312919E-3	1.999198E-3	3.693556E-4	2.737910E-3	9.233171E+1
2.349046E+2	9.082149E+0	2.325400E-3	2.012525E-3	3.725154E-4	2.757555E-3	9.282996E+1
2.361165E+2	9.149183E+0	2.338160E-3	2.025645E-3	3.751944E-4	2.776033E-3	9.333937E+1
2.373225E+2	9.217150E+0	2.351010E-3	2.038696E-3	3.780795E-4	2.794855E-3	9.385232E+1
2.385305E+2	9.258774E+0	2.362259E-3	2.049274E-3	3.806210E-4	2.810516E-3	9.430138E+1
2.397376E+2	9.323440E+0	2.373799E-3	2.061570E-3	3.828192E-4	2.827208E-3	9.476206E+1
2.409446E+2	9.396079E+0	2.386882E-3	2.074072E-3	3.852921E-4	2.844656E-3	9.528435E+1
2.421526E+2	9.465119E+0	2.399823E-3	2.087329E-3	3.878337E-4	2.862997E-3	9.580094E+1
2.433596E+2	9.512927E+0	2.410913E-3	2.098389E-3	3.907874E-4	2.879963E-3	9.624366E+1
2.445677E+2	9.567450E+0	2.422096E-3	2.108761E-3	3.924360E-4	2.893633E-3	9.669006E+1
2.457737E+2	9.650720E+0	2.435299E-3	2.123255E-3	3.951837E-4	2.913622E-3	9.721713E+1
2.469807E+2	9.711287E+0	2.447861E-3	2.135963E-3	3.986182E-4	2.933199E-3	9.771862E+1
2.481878E+2	9.784810E+0	2.460571E-3	2.148877E-3	4.012972E-4	2.951471E-3	9.822600E+1
2.493948E+2	9.820717E+0	2.470065E-3	2.158562E-3	4.039075E-4	2.966377E-3	9.860498E+1
2.506018E+2	9.890840E+0	2.482654E-3	2.170927E-3	4.061743E-4	2.983276E-3	9.910754E+1
2.518079E+2	9.977741E+0	2.496516E-3	2.184459E-3	4.080977E-4	3.000654E-3	9.966091E+1
2.530139E+2	1.003725E+1	2.508790E-3	2.197167E-3	4.113262E-4	3.019819E-3	1.001509E+2
2.542210E+2	1.009544E+1	2.520641E-3	2.209256E-3	4.139365E-4	3.037129E-3	1.006240E+2
2.554280E+2	1.014448E+1	2.530641E-3	2.218804E-3	4.162720E-4	3.051348E-3	1.010232E+2
2.566350E+2	1.022852E+1	2.543633E-3	2.232886E-3	4.184701E-4	3.069826E-3	1.015418E+2
2.578421E+2	1.029780E+1	2.555933E-3	2.244770E-3	4.211491E-4	3.087068E-3	1.020328E+2
2.590491E+2	1.037124E+1	2.568699E-3	2.257203E-3	4.234846E-4	3.104172E-3	1.025424E+2
2.602552E+2	1.041439E+1	2.579539E-3	2.267712E-3	4.261636E-4	3.120040E-3	1.029752E+2
2.614622E+2	1.048035E+1	2.590903E-3	2.278909E-3	4.288426E-4	3.136594E-3	1.034289E+2
2.626692E+2	1.056678E+1	2.603872E-3	2.293129E-3	4.313841E-4	3.155897E-3	1.039466E+2
2.638762E+2	1.064411E+1	2.617254E-3	2.305974E-3	4.348874E-4	3.175749E-3	1.044808E+2
2.650833E+2	1.070281E+1	2.628437E-3	2.317995E-3	4.361238E-4	3.190243E-3	1.049272E+2
2.662903E+2	1.076161E+1	2.639796E-3	2.329535E-3	4.390089E-4	3.207553E-3	1.053806E+2
2.674973E+2	1.085112E+1	2.653032E-3	2.342724E-3	4.418253E-4	3.226374E-3	1.059090E+2
2.687054E+2	1.091668E+1	2.664625E-3	2.355225E-3	4.442981E-4	3.243822E-3	1.063718E+2
2.699134E+2	1.099148E+1	2.677244E-3	2.367933E-3	4.465650E-4	3.261063E-3	1.068756E+2
2.711214E+2	1.103885E+1	2.687387E-3	2.377756E-3	4.490379E-4	3.275832E-3	1.072805E+2
2.723294E+2	1.112274E+1	2.700120E-3	2.391289E-3	4.515795E-4	3.294447E-3	1.077888E+2
2.735364E+2	1.121147E+1	2.712997E-3	2.404752E-3	4.548080E-4	3.314368E-3	1.083028E+2
2.747434E+2	1.128948E+1	2.725803E-3	2.417116E-3	4.576243E-4	3.332365E-3	1.088141E+2
2.759505E+2	1.133487E+1	2.735354E-3	2.428382E-3	4.600285E-4	3.348439E-3	1.091953E+2
2.771565E+2	1.141600E+1	2.747598E-3	2.441158E-3	4.622267E-4	3.365612E-3	1.096841E+2
2.783626E+2	1.150460E+1	2.760664E-3	2.454484E-3	4.641500E-4	3.382784E-3	1.102057E+2
2.795686E+2	1.158929E+1	2.773205E-3	2.467879E-3	4.668290E-4	3.401537E-3	1.107064E+2
2.807757E+2	1.165499E+1	2.784818E-3	2.480106E-3	4.695767E-4	3.419259E-3	1.111699E+2
2.819827E+2	1.171493E+1	2.795704E-3	2.491440E-3	4.721182E-4	3.435677E-3	1.116045E+2
2.831897E+2	1.181296E+1	2.808859E-3	2.505179E-3	4.745911E-4	3.454361E-3	1.121297E+2
2.843977E+2	1.190042E+1	2.822008E-3	2.518093E-3	4.778196E-4	3.473732E-3	1.126546E+2
2.856038E+2	1.196298E+1	2.833745E-3	2.530457E-3	4.796056E-4	3.489668E-3	1.131231E+2
2.868108E+2	1.201701E+1	2.843838E-3	2.541241E-3	4.822159E-4	3.505673E-3	1.135260E+2
2.880179E+2	1.212839E+1	2.857866E-3	2.555255E-3	4.849636E-4	3.525182E-3	1.140860E+2
2.892249E+2	1.220399E+1	2.869288E-3	2.567138E-3	4.868182E-4	3.540775E-3	1.145420E+2
2.904358E+2	1.228327E+1	2.881863E-3	2.580395E-3	4.900467E-4	3.560489E-3	1.150440E+2
2.916468E+2	1.234417E+1	2.892547E-3	2.590905E-3	4.925196E-4	3.575945E-3	1.154705E+2
2.928577E+2	1.243876E+1	2.905655E-3	2.604300E-3	4.945804E-4	3.593461E-3	1.159938E+2
2.940686E+2	1.252393E+1	2.918155E-3	2.617214E-3	4.969159E-4	3.611046E-3	1.164927E+2
2.952796E+2	1.260811E+1	2.930943E-3	2.630266E-3	5.000070E-4	3.630280E-3	1.170033E+2
2.964915E+2	1.266436E+1	2.941057E-3	2.640501E-3	5.026860E-4	3.645873E-3	1.174070E+2
2.977024E+2	1.275775E+1	2.953197E-3	2.652865E-3	5.044033E-4	3.661671E-3	1.178916E+2
2.989134E+2	1.285117E+1	2.966733E-3	2.666740E-3	5.067388E-4	3.680218E-3	1.184320E+2
3.001233E+2	1.293876E+1	2.979237E-3	2.679174E-3	5.098986E-4	3.698971E-3	1.189311E+2
3.013343E+2	1.300583E+1	2.990206E-3	2.690096E-3	5.120281E-4	3.714152E-3	1.193690E+2
